Nodo,Distrito,Caja,Desconectado_hora,Desconectado_dia,Reconectado,Activo
18           ,701,A4   ,8,1,0,0
18           ,701,A6   ,5,0,0,0
18           ,701,A7   ,9,0,0,0
18           ,701,A9   ,10,0,0,0
18           ,701,G4   ,6,0,0,0
18           ,701,G8   ,12,0,0,0
