Nodo,Distrito,Caja,Desconectado_hora,Desconectado_dia,Reconectado,Activo
24           ,705,D11  ,8,0,0,0
24           ,705,D12  ,9,0,0,0
24           ,705,D2   ,5,0,0,0
24           ,705,D3   ,14,0,0,0
24           ,705,D4   ,10,0,0,0
24           ,705,D6   ,12,0,0,0
24           ,705,D9   ,10,0,0,0
